venta_id,fecha,hora,sucursal_id,producto_id,cantidad,total,metodo_pago
42373,26/02/2026,19:31,8,90,3,693.0,EFECTIVO
42374,2025-10-05,17:52,2,10,1,37.8,Efectivo
42375,2025-09-15,11:04,5,14,1,48.3,EFECTIVO
42376,05/09/2025,07:51,8,50,2,143.0,tarjeta
42377,2025-12-27,14:12,4,92,1,120.0,Tarjeta 
42378,2025-07-02,10:09,7,2,3,191.4,efectivo
42379,2025-08-29,14:37,5,32,1,71.4,Tarjeta 
42380,2026-04-02,08:36,2,129,3,63.0,Tarjeta 
42381,2024-12-09,07:21,5,59,1,57.75,EFECTIVO
42382,2025-05-27,10:28,6,75,1,28.6,EFECTIVO
42383,04/09/2025,19:37,1,27,2,108.0,app
42384,2025-12-25,18:52,1,14,2,92.0,Tarjeta
42385,2025-08-05,08:20,8,20,1,48.4,Efectivo
42386,13/09/2025,19:41,1,127,2,52.0,Tarjeta 
42387,2025-05-05,08:00,7,30,1,81.2,Tarjeta 
42388,2025-12-03,08:38,5,28,3,113.4,tarjeta
42389,2025-10-01,11:06,8,9,1,63.8,efectivo
42390,2025-10-05,17:50,8,8,2,105.6,Tarjeta 
42391,2025-09-23,18:42,8,44,1,71.5,EFECTIVO
42392,2026-02-02,21:36,3,16,3,96.9,efectivo
42393,30/09/2025,18:45,5,23,1,50.4,efectivo
42394,2024-12-08,09:09,6,36,3,257.4,Efectivo
42395,06/11/2025,12:46,2,28,1,37.8,app
42396,2026-01-10,07:20,2,50,3,$204.75,Tarjeta
42397,10/02/2026,08:02,2,30,2,117.6,tarjeta
42398,2025-09-08,10:12,8,63,1,68.2,Efectivo
42399,2025-05-28,19:13,7,1,3,147.9,tarjeta
42400,18/03/2026,16:37,3,15,1,53.2,efectivo
42401,2025-03-12,13:13,2,73,3,56.7,EFECTIVO
42402,2026-02-18,07:22,4,19,2,68.0,Tarjeta
42403,2025-04-24,09:22,6,34,2,114.4,Tarjeta
42404,19/11/2025,07:22,3,27,2,102.6,Tarjeta
42405,2025-09-05,09:43,6,32,1,74.8,EFECTIVO
42406,2024-12-18,08:04,5,23,3,151.2,Efectivo
42407,11/12/2024,09:17,2,53,3,214.2,app
42408,28/08/2025,14:01,8,79,2,275.0,App
42409,25/02/2026,08:56,3,62,1,68.4,App
42410,23/01/2025,20:19,2,68,1,27.3,efectivo
42411,2026-05-07,10:34,8,36,2,171.6,App
42412,2025-03-27,11:49,7,32,2,197.2,Tarjeta
42413,2025-03-08,13:38,8,29,1,50.6,Efectivo
42414,2025-10-18,19:05,7,16,1,49.3,EFECTIVO
42415,2025-08-03,09:58,5,28,2,75.6,Efectivo
42416,2025-07-06,19:39,7,47,1,102.95,EFECTIVO
42417,2025-06-05,09:47,1,108,2,110.0,Efectivo
42418,2025-03-28,19:08,5,25,2,71.4,Efectivo
42419,2025-01-25,19:51,6,13,3,118.8,Monedero
42420,2026-02-24,10:27,6,7,1,41.8,efectivo
42421,28/03/2026,10:08,2,13,3,113.4,efectivo
42422,07/12/2024,17:54,2,42,2,176.4,Efectivo
42423,2025-09-18,08:49,6,3,3,178.2,efectivo
42424,2026-02-04,16:51,8,96,1,231.0,App
42425,2026-04-16,10:53,8,60,3,204.6,Tarjeta
42426,2024-12-30,17:52,4,22,1,38.0,Monedero
42427,2026-05-20,16:31,3,53,1,64.6,Tarjeta 
42428,2026-02-21,20:19,6,17,1,48.4,Tarjeta 
42429,30/06/2025,12:08,3,18,2,,efectivo
42430,2025-06-18,18:25,7,2,2,127.6,tarjeta
42431,2025-12-08,11:44,5,114,1,39.9,efectivo
42432,2025-12-08,09:10,7,1,3,147.9,Tarjeta
42433,2026-04-26,10:54,5,24,1,60.9,efectivo
42434,19/12/2024,18:04,1,29,1,46.0,efectivo
42435,2025-12-03,08:50,3,41,3,202.35,tarjeta
42436,25/02/2026,16:24,6,50,1,71.5,Efectivo
42437,2025-01-24,10:26,3,5,1,43.7,App
42438,17/11/2025,14:20,2,93,1,220.5,Efectivo
42439,2025-03-05,08:04,1,7,1,38.0,App
42440,27/05/2026,17:01,5,50,2,136.5,EFECTIVO
42441,2025-12-13,10:40,3,6,1,53.2,Monedero
42442,2025-08-23,07:51,6,4,1,39.6,EFECTIVO
42443,31/07/2025,08:30,2,109,3,119.7,Tarjeta
42444,2025-04-09,18:35,6,84,3,363.0,tarjeta
42445,2025-06-01,19:28,2,73,3,56.7,EFECTIVO
42446,2025-04-30,13:27,5,48,1,88.2,tarjeta
42447,2025-01-14,11:05,3,99,2,399.0,Tarjeta
42448,2025-08-25,17:32,2,29,1,48.3,app
42449,2025-06-27,07:19,1,29,2,92.0,tarjeta
42450,2025-09-03,17:03,1,37,3,156.0,Monedero
42451,2024-12-21,07:02,5,42,1,88.2,efectivo
42452,2024-12-30,20:36,3,112,1,26.6,Efectivo
42453,2025-12-23,18:03,6,95,1,132.0,tarjeta
42454,2025-09-01,18:17,7,51,2,226.2,EFECTIVO
42455,2025-02-02,14:25,7,34,2,150.8,Efectivo
42456,2025-01-15,08:19,1,81,1,72.0,Tarjeta 
42457,2026-04-06,14:36,5,58,3,151.2,EFECTIVO
42458,18/08/2025,19:15,8,54,2,178.2,efectivo
42459,2025-11-18,09:33,7,27,1,78.3,tarjeta
42460,2025-08-03,21:10,3,87,1,90.25,tarjeta
42461,2025-02-03,18:40,3,88,3,356.25,tarjeta
42462,2026-02-02,07:20,2,119,3,214.2,Efectivo
42463,2025-08-19,14:33,1,77,2,60.0,App
42464,2026-05-10,19:42,6,13,1,39.6,EFECTIVO
42465,2025-09-13,16:53,6,7,1,41.8,Tarjeta 
42466,2025-09-06,09:50,1,25,1,34.0,App
42467,2025-01-20,09:35,2,18,2,113.4,Tarjeta 
42468,11/11/2025,19:24,1,77,2,60.0,EFECTIVO
42469,19/08/2025,09:09,3,36,3,222.3,Tarjeta
42470,2025-08-13,07:35,3,88,1,118.75,EFECTIVO
42471,29/09/2025,14:14,7,11,2,133.4,Tarjeta 
42472,06/06/2025,07:27,3,17,1,41.8,Tarjeta 
42473,28/02/2025,12:43,8,14,1,50.6,tarjeta
42474,2025-10-30,18:02,2,26,1,46.2,App
42475,2026-05-04,07:17,5,6,2,117.6,Tarjeta
42476,2025-09-28,08:44,8,5,2,101.2,Tarjeta 
42477,2026-03-25,09:06,1,30,2,112.0,Tarjeta
42478,2026-01-05,16:53,8,22,2,83.6,EFECTIVO
42479,2025-11-28,19:05,8,6,2,123.2,Tarjeta
42480,2026-02-12,16:30,2,2,2,92.4,Tarjeta 
42481,2025-02-03,11:05,7,86,2,275.5,Efectivo
42482,2025-12-06,10:55,5,0,1,57.75,tarjeta
42483,2025-10-21,19:28,6,46,2,127.6,efectivo
42484,30/06/2025,12:22,7,49,1,75.4,Tarjeta
42485,2025-06-22,10:53,4,51,1,78.0,Efectivo
42486,2025-08-28,17:21,3,44,2,123.5,efectivo
42487,2025-03-09,09:43,8,110,2,99.0,Tarjeta
42488,2025-02-27,19:06,1,18,1,54.0,Tarjeta 
42489,2026-04-15,07:40,8,82,3,412.5,Tarjeta
42490,2025-10-02,18:06,7,58,2,$139.20,app
42491,17/12/2025,07:01,7,35,1,94.25,Monedero
42492,18/11/2025,18:54,1,74,1,18.0,tarjeta
42493,2025-01-16,08:11,5,71,3,81.9,Efectivo
42494,2025-10-17,11:22,8,68,1,28.6,app
42495,2026-01-26,19:13,6,122,2,77.0,Efectivo
42496,2026-04-14,21:14,5,70,3,119.7,Efectivo
42497,26/11/2025,08:24,7,42,1,121.8,Tarjeta
42498,11/02/2026,21:57,8,82,3,412.5,Monedero
42499,2025-12-09,12:13,2,28,1,37.8,efectivo
42500,2025-01-24,08:04,4,6,1,56.0,Efectivo
42501,08/03/2025,14:27,3,58,1,45.6,EFECTIVO
42502,17/01/2025,09:54,4,27,2,108.0,Efectivo
42503,2026-05-18,17:01,5,7,1,39.9,app
42504,2025-09-26,19:05,3,53,1,64.6,Efectivo
42505,2025-05-09,17:51,1,35,3,195.0,Tarjeta 
42506,07/11/2025,08:24,8,128,2,57.2,Monedero
42507,2025-06-19,17:13,2,68,1,27.3,Tarjeta 
42508,2026-04-26,20:22,3,88,2,237.5,efectivo
42509,2024-12-29,10:46,7,55,1,69.6,Tarjeta 
42510,14/12/2024,09:35,2,2,3,138.6,app
42511,2024-12-02,18:46,6,23,2,105.6,efectivo
42512,07/02/2025,07:00,6,9999,1,50.6,efectivo
42513,2026-02-23,20:14,5,9,3,182.7,Tarjeta
42514,01/04/2026,09:17,1,23,1,48.0,Efectivo
42515,2025-04-09,12:28,2,3,2,113.4,App
42516,2025-10-23,20:41,6,127,2,57.2,efectivo
42517,2025-11-26,10:00,6,6,3,184.8,app
42518,2025-03-19,13:53,7,60,1,89.9,tarjeta
42519,2026-03-18,11:24,1,110,2,90.0,tarjeta
42520,11/02/2025,10:40,6,119,2,149.6,tarjeta
42521,2025-01-15,09:41,6,47,2,156.2,EFECTIVO
42522,2025-08-07,11:03,3,126,3,57.0,EFECTIVO
42523,2025-06-07,07:42,8,18,1,59.4,Efectivo
42524,2025-04-23,19:32,7,42,1,121.8,EFECTIVO
42525,2026-03-22,10:54,1,52,1,55.0,app
42526,2024-12-02,09:08,7,37,1,75.4,tarjeta
42527,20/02/2025,10:40,6,33,2,178.2,Tarjeta
42528,2026-02-21,14:34,3,125,2,91.2,Monedero
42529,2025-09-01,15:23,2,12,2,117.6,Monedero
42530,2026-05-13,10:51,8,92,1,132.0,app
42531,2025-09-19,21:21,8,30,3,184.8,App
42532,2025-07-11,16:44,3,8,2,91.2,Tarjeta 
42533,24/08/2025,14:05,8,4,2,79.2,Tarjeta
42534,2025-11-10,12:31,8,18,2,118.8,tarjeta
42535,2025-12-11,10:27,1,17,1,44.0,Tarjeta 
42536,2025-05-13,08:25,6,41,2,156.2,Tarjeta 
42537,12/12/2025,15:14,1,52,1,55.0,efectivo
42538,25/05/2025,09:45,1,88,1,125.0,Tarjeta 
42539,2026-05-30,07:16,6,32,2,149.6,app
42540,2025-04-01,19:26,1,14,1,46.0,efectivo
42541,2025-04-23,10:21,7,4,1,52.2,Tarjeta
42542,2025-09-05,16:53,7,99,1,304.5,Tarjeta
42543,2025-09-01,15:45,3,35,2,123.5,app
42544,2025-11-04,09:54,2,104,1,157.5,efectivo
42545,16/02/2026,09:39,1,5,2,92.0,Tarjeta
42546,2026-04-17,18:09,5,62,1,75.6,Tarjeta
42547,2025-05-19,19:06,2,114,1,39.9,Tarjeta
42548,14/03/2026,16:11,6,95,1,132.0,Tarjeta
42549,2025-02-22,19:38,8,114,1,41.8,tarjeta
42550,2025-02-11,07:41,5,63,2,130.2,Efectivo
42551,2026-05-27,15:16,5,26,2,92.4,Tarjeta
42552,2025-01-12,16:03,6,85,2,242.0,EFECTIVO
42553,2026-05-18,07:50,3,87,1,90.25,Efectivo
42554,2025-07-11,15:10,7,17,1,63.8,tarjeta
42555,27/02/2026,21:01,3,73,2,34.2,EFECTIVO
42556,2026-03-25,18:57,3,123,1,55.1,EFECTIVO
42557,2026-03-10,09:54,5,7,2,79.8,efectivo
42558,10/05/2026,10:16,8,14,1,50.6,tarjeta
42559,2025-03-14,10:34,5,80,2,231.0,Tarjeta 
42560,2025-03-16,14:32,8,16,2,74.8,Tarjeta
42561,13/09/2025,09:15,3,18,1,51.3,EFECTIVO
42562,2025-11-25,08:57,3,64,1,68.4,EFECTIVO
42563,05/11/2025,07:37,5,13,2,75.6,Efectivo
42564,2026-01-03,10:13,8,42,2,184.8,EFECTIVO
42565,2025-04-19,17:39,8,41,1,78.1,Efectivo
42566,2024-12-02,08:46,6,47,1,78.1,EFECTIVO
42567,2026-04-13,13:59,7,36,1,113.1,Efectivo
42568,2025-11-05,14:22,2,5,1,48.3,Efectivo
42569,2025-06-26,09:35,6,18,1,59.4,EFECTIVO
42570,2025-08-04,13:43,1,8,2,96.0,App
42571,2025-12-30,19:42,6,142,2,114.4,tarjeta
42572,2025-04-16,15:11,1,119,2,136.0,Tarjeta
42573,2026-01-05,08:43,2,37,2,109.2,App
42574,21/03/2026,14:52,1,13,2,72.0,efectivo
42575,2026-02-25,08:34,2,79,2,262.5,efectivo
42576,2025-02-04,09:00,2,9,1,60.9,App
42577,2025-01-08,08:20,6,15,1,61.6,tarjeta
42578,2025-05-10,16:36,8,9,2,127.6,efectivo
42579,2026-02-09,15:58,8,75,2,57.2,Efectivo
42580,25/02/2026,20:29,1,113,1,45.0,efectivo
42581,2026-03-27,14:35,8,49,1,57.2,Monedero
42582,2025-05-11,09:33,6,25,3,112.2,efectivo
42583,15/09/2025,20:27,6,29,1,50.6,tarjeta
42584,2025-07-12,14:31,2,1,2,71.4,Tarjeta 
42585,2025-02-21,15:06,3,6,1,53.2,efectivo
42586,2025-10-18,08:13,5,141,2,$163.80,app
42587,11/09/2025,10:23,1,41,2,142.0,Tarjeta 
42588,2026-03-30,08:17,5,20,2,92.4,Tarjeta 
42589,2025-11-05,13:08,7,82,1,181.25,Monedero
42590,2026-01-27,09:39,3,31,2,,Efectivo
42591,2025-03-16,07:54,6,32,3,224.4,App
42592,30/04/2026,13:04,8,23,1,52.8,efectivo
42593,2025-11-10,18:12,3,30,1,53.2,app
42594,2026-04-26,10:00,5,51,1,81.9,EFECTIVO
42595,2025-04-18,08:08,5,101,3,$299.25,Efectivo
42596,2025-02-08,17:54,4,21,2,108.0,Tarjeta 
42597,2025-07-13,07:41,6,66,2,158.4,efectivo
42598,2025-12-06,07:35,3,117,1,42.75,Efectivo
42599,07/04/2025,12:58,8,35,1,71.5,EFECTIVO
42600,2026-05-09,19:14,8,57,1,79.2,Tarjeta 
42601,30/11/2025,07:09,6,4,3,118.8,tarjeta
42602,02/07/2025,20:33,7,59,2,159.5,tarjeta
42603,23/11/2025,16:34,2,87,1,99.75,EFECTIVO
42604,2025-03-28,13:56,3,30,3,159.6,app
42605,13/09/2025,20:40,2,108,2,115.5,EFECTIVO
42606,2025-03-26,08:35,6,40,1,63.8,efectivo
42607,2025-01-03,08:44,4,82,3,375.0,Efectivo
42608,2025-01-30,08:40,1,54,1,81.0,tarjeta
42609,2025-02-25,17:44,3,53,3,193.8,App
42610,2026-01-31,18:42,7,82,1,181.25,Tarjeta 
42611,2026-03-01,08:52,8,54,2,178.2,Tarjeta 
42612,2024-12-11,20:47,1,109,2,76.0,Monedero
42613,25/03/2025,09:11,3,41,2,134.9,Efectivo
42614,2025-09-05,17:02,8,53,3,224.4,Tarjeta
42615,19/12/2025,07:40,4,59,2,110.0,Tarjeta 
42616,2025-03-06,08:06,1,49,1,52.0,EFECTIVO
42617,2024-12-20,07:17,3,6,1,53.2,Monedero
42618,2026-01-08,15:45,3,86,2,180.5,Tarjeta
42619,2024-12-04,17:07,1,76,1,18.0,tarjeta
42620,2026-02-02,09:46,8,21,1,59.4,app
42621,2026-03-30,11:47,7,126,2,58.0,Tarjeta 
42622,2026-03-04,16:36,2,75,1,27.3,efectivo
42623,19/11/2025,12:35,6,109,1,41.8,EFECTIVO
42624,2026-02-18,17:35,7,76,1,26.1,tarjeta
42625,2026-05-08,08:16,6,28,2,79.2,Tarjeta
42626,23/12/2024,16:44,6,20,1,48.4,EFECTIVO
42627,2025-05-18,13:13,1,62,1,72.0,efectivo
42628,2025-03-11,21:09,2,70,2,,Efectivo
42629,2026-04-09,08:32,2,80,1,115.5,Tarjeta
42630,19/01/2025,10:33,4,33,1,81.0,App
42631,11/02/2025,09:36,6,11,1,50.6,EFECTIVO
42632,18/03/2026,08:30,6,18,1,59.4,efectivo
42633,2025-09-14,09:44,6,89,1,132.0,EFECTIVO
42634,2025-01-12,08:51,5,32,1,71.4,tarjeta
42635,2025-01-11,07:05,5,53,1,71.4,Efectivo
42636,30/07/2025,08:30,8,13,1,39.6,Efectivo
42637,2026-03-06,09:39,7,74,2,52.2,tarjeta
42638,2025-11-23,19:37,2,12,2,117.6,Efectivo
42639,2025-06-25,18:57,1,3,3,162.0,tarjeta
42640,17/10/2025,11:38,4,53,1,68.0,Efectivo
42641,2025-09-10,15:31,7,107,1,101.5,Tarjeta
42642,2026-03-04,11:27,5,76,2,37.8,efectivo
42643,16/11/2025,08:04,1,31,2,110.0,Tarjeta
42644,2025-05-09,11:17,5,31,2,115.5,Tarjeta
42645,2025-07-23,20:03,2,128,1,27.3,Tarjeta
42646,2025-05-10,08:37,8,54,1,89.1,Tarjeta
42647,2025-03-21,21:56,2,22,2,79.8,efectivo
42648,2026-04-30,16:59,2,89,1,126.0,EFECTIVO
42649,2026-05-25,20:59,6,127,2,$57.20,Monedero
42650,2025-06-13,15:31,6,77,2,66.0,EFECTIVO
42651,2026-01-18,11:38,2,49,1,54.6,Tarjeta 
42652,2025-02-16,15:22,2,48,2,176.4,App
42653,2026-01-31,18:38,1,105,1,290.0,Monedero
42654,07/12/2025,09:57,6,76,3,59.4,Efectivo
42655,2026-03-31,09:04,5,11,1,48.3,efectivo
42656,06/12/2024,10:19,8,51,3,257.4,tarjeta
42657,06/04/2025,20:38,1,68,1,26.0,tarjeta
42658,02/12/2025,12:24,6,36,2,171.6,Tarjeta 
42659,2025-08-07,08:40,3,20,1,41.8,Efectivo
42660,2025-08-12,19:45,1,69,2,44.0,Tarjeta
42661,2025-11-14,08:57,3,59,2,104.5,tarjeta
42662,2025-03-25,14:30,1,40,1,58.0,Tarjeta 
42663,2026-04-09,08:39,8,31,3,181.5,tarjeta
42664,2025-05-07,15:10,7,16,1,49.3,tarjeta
42665,15/04/2026,11:52,7,4,1,52.2,EFECTIVO
42666,2025-07-03,12:22,7,20,1,63.8,Tarjeta
42667,2026-05-10,08:18,3,24,2,110.2,efectivo
42668,2025-03-02,08:45,6,23,3,158.4,Tarjeta 
42669,2026-04-03,17:17,6,17,2,96.8,Monedero
42670,15/03/2026,18:48,8,23,1,52.8,Tarjeta
42671,2026-02-11,10:13,6,16,1,37.4,EFECTIVO
42672,31/03/2026,20:22,7,2,1,63.8,app
42673,2025-02-04,10:29,2,41,1,74.55,App
42674,18/04/2026,14:27,2,13,2,75.6,tarjeta
42675,2026-05-22,15:30,4,20,1,,EFECTIVO
42676,2025-07-12,12:30,1,30,2,112.0,tarjeta
42677,2025-01-16,16:58,8,92,3,396.0,efectivo
42678,2025-12-14,08:55,6,36,1,85.8,Tarjeta 
42679,2026-05-23,08:30,7,78,2,52.2,Tarjeta 
42680,01/01/2025,18:06,8,6,1,61.6,Monedero
42681,2025-07-06,13:11,6,2,1,48.4,efectivo
42682,2025-04-17,18:51,7,101,3,413.25,Tarjeta 
42683,2026-05-11,11:40,5,24,1,60.9,efectivo
42684,2025-07-18,07:28,4,23,1,48.0,app
42685,15/03/2025,18:57,2,52,2,115.5,tarjeta
42686,22/10/2025,07:21,6,102,1,192.5,efectivo
42687,2026-03-15,15:56,1,22,2,76.0,EFECTIVO
42688,2024-12-10,11:38,6,110,1,49.5,Efectivo
42689,2026-05-11,11:46,6,29,2,101.2,Tarjeta 
42690,16/08/2025,16:44,1,5,1,,Tarjeta
42691,2026-02-10,13:13,5,114,1,39.9,Tarjeta 
42692,2026-02-18,08:57,2,37,2,109.2,Tarjeta 
42693,2025-10-04,16:34,8,59,1,60.5,App
42694,13/12/2024,11:53,5,32,1,71.4,Tarjeta 
42695,2025-02-22,08:44,2,48,1,88.2,Efectivo
42696,13/10/2025,16:41,5,127,3,81.9,EFECTIVO
42697,18/12/2024,18:39,8,1,1,37.4,efectivo
42698,28/03/2026,21:03,1,58,1,48.0,Tarjeta
42699,2025-05-17,17:04,2,19,2,71.4,Monedero
42700,2025-08-25,16:45,2,29,1,48.3,EFECTIVO
42701,13/11/2025,09:51,4,29,2,92.0,Tarjeta
42702,2025-03-18,21:15,1,86,2,190.0,Efectivo
42703,2026-03-31,11:09,3,87,2,180.5,Efectivo
42704,18/03/2025,15:42,1,40,1,58.0,EFECTIVO
42705,10/11/2025,15:01,8,58,1,52.8,tarjeta
42706,2026-03-07,11:30,8,10,2,79.2,tarjeta
42707,2025-07-13,19:16,5,45,1,81.9,Efectivo
42708,2025-01-12,16:29,6,4,1,39.6,Efectivo
42709,31/12/2025,07:10,6,40,1,63.8,efectivo
42710,2026-01-19,12:35,7,96,1,304.5,Tarjeta
42711,2024-12-10,19:15,3,27,1,51.3,efectivo
42712,2025-03-30,10:10,8,85,2,242.0,app
42713,2025-03-29,17:36,7,38,3,282.75,EFECTIVO
42714,2025-12-30,10:55,3,47,1,67.45,tarjeta
42715,15/04/2026,16:30,7,14,1,66.7,efectivo
42716,20/09/2025,09:31,5,80,2,231.0,tarjeta
42717,14/10/2025,17:07,5,115,1,29.4,Tarjeta 
42718,2025-12-13,10:15,7,19,3,147.9,EFECTIVO
42719,03/03/2025,08:14,8,13,2,79.2,Tarjeta
42720,2025-11-14,09:52,7,47,2,205.9,Efectivo
42721,2025-11-14,17:16,1,33,1,81.0,app
42722,28/12/2025,10:00,2,3,2,113.4,Tarjeta 
42723,2025-04-28,17:33,2,58,3,151.2,efectivo
42724,2025-08-29,11:24,1,84,1,110.0,EFECTIVO
42725,06/03/2025,14:10,6,122,3,115.5,EFECTIVO
42726,2025-01-05,17:43,5,12,3,176.4,EFECTIVO
42727,2025-01-09,17:08,8,65,2,105.6,tarjeta
42728,2025-03-24,19:29,8,81,1,79.2,Efectivo
42729,2024-12-24,10:40,5,100,3,1197.0,Efectivo
42730,2025-08-31,09:37,6,26,2,96.8,Tarjeta 
42731,2026-01-28,10:01,3,117,3,128.25,Tarjeta
42732,2024-12-10,10:53,2,137,1,126.0,EFECTIVO
42733,2026-05-17,14:38,6,53,2,149.6,Tarjeta 
42734,2025-06-05,07:40,1,30,1,56.0,efectivo
42735,2025-03-04,19:12,7,40,2,168.2,App
42736,2025-09-08,07:45,2,22,3,119.7,tarjeta
42737,07/07/2025,11:44,1,25,1,34.0,Tarjeta 
42738,08/06/2025,20:29,7,12,2,162.4,Tarjeta 
42739,2024-12-24,18:02,8,3,2,118.8,Tarjeta
42740,2025-09-14,19:50,2,41,1,74.55,efectivo
42741,2025-08-23,14:03,3,27,1,51.3,Tarjeta 
42742,2025-05-27,08:26,1,21,1,54.0,Tarjeta
42743,2024-12-11,10:45,1,110,1,45.0,tarjeta
42744,21/04/2025,10:51,5,60,2,130.2,EFECTIVO
42745,2025-01-11,10:47,6,49,3,171.6,EFECTIVO
42746,2026-01-21,14:24,1,37,1,52.0,EFECTIVO
42747,2025-01-20,09:08,4,31,1,55.0,Monedero
42748,31/12/2025,16:39,1,71,3,78.0,Tarjeta
42749,2025-04-21,08:39,7,18,1,78.3,tarjeta
42750,2025-12-14,11:30,1,2,1,44.0,EFECTIVO
42751,2024-12-29,17:36,6,24,1,63.8,efectivo
42752,2025-12-27,13:18,6,143,3,181.5,Monedero
42753,2026-04-16,09:02,2,12,1,58.8,Efectivo
42754,2025-12-01,10:57,3,71,2,49.4,Tarjeta
42755,23/04/2026,10:20,5,2,1,46.2,Tarjeta 
42756,2025-01-07,21:24,4,19,2,68.0,Efectivo
42757,2026-01-08,16:29,6,48,3,277.2,app
42758,2026-01-13,10:05,3,37,3,148.2,Efectivo
42759,2025-09-28,09:35,1,53,1,68.0,efectivo
42760,2026-05-02,17:58,5,99,2,,tarjeta
42761,12/01/2025,21:36,6,29,1,50.6,EFECTIVO
42762,2025-12-17,12:20,8,57,2,158.4,EFECTIVO
42763,2025-10-05,17:49,2,67,1,23.1,efectivo
42764,15/08/2025,19:26,5,128,1,27.3,Efectivo
42765,2024-12-18,19:46,5,23,1,50.4,Tarjeta 
42766,2025-09-17,14:07,8,40,1,63.8,Tarjeta
42767,2025-02-02,07:02,7,36,1,113.1,tarjeta
42768,23/12/2025,08:09,7,89,1,174.0,Monedero
42769,2026-02-06,09:33,4,62,1,72.0,Tarjeta
42770,2025-05-07,18:24,6,1,1,37.4,App
42771,2025-06-10,16:51,7,43,3,226.2,efectivo
42772,2025-05-28,13:29,6,141,3,257.4,EFECTIVO
42773,07/12/2024,08:05,4,79,3,375.0,Tarjeta
42774,2025-03-07,14:46,7,39,1,$113.10,efectivo
42775,2026-01-15,20:34,2,25,2,71.4,Efectivo
42776,07/07/2025,19:07,8,37,2,114.4,Tarjeta 
42777,04/05/2025,20:03,6,64,2,158.4,efectivo
42778,2026-01-16,15:32,3,17,3,125.4,EFECTIVO
42779,2025-10-27,21:03,8,45,3,257.4,app
42780,29/04/2025,09:13,6,62,2,158.4,Tarjeta 
42781,13/06/2025,10:16,7,14,2,133.4,app
42782,2025-01-15,12:22,5,37,2,109.2,efectivo
42783,2025-10-27,17:19,7,8,1,69.6,tarjeta
42784,2026-04-21,09:54,2,64,3,226.8,tarjeta
42785,2025-09-07,20:50,2,110,1,47.25,Efectivo
42786,15/10/2025,07:36,4,105,2,580.0,efectivo
42787,2026-02-15,15:47,7,11,1,66.7,Tarjeta
42788,2025-02-18,16:46,1,28,2,72.0,tarjeta
42789,03/01/2025,08:10,4,15,2,112.0,Tarjeta 
42790,21/04/2025,10:59,6,11,2,101.2,tarjeta
42791,2025-07-21,07:50,8,45,3,257.4,Tarjeta 
42792,25/08/2025,19:01,5,123,1,60.9,efectivo
42793,2025-05-26,07:14,1,62,1,72.0,Tarjeta 
42794,2025-05-30,15:12,6,3,1,59.4,Tarjeta 
42795,2025-12-03,10:26,2,6,2,117.6,Tarjeta
42796,25/10/2025,12:40,5,45,1,81.9,tarjeta
42797,2026-03-03,09:20,3,114,1,36.1,Tarjeta 
42798,2026-04-06,17:24,5,123,2,121.8,tarjeta
42799,12/01/2026,15:04,8,83,2,209.0,app
42800,2025-04-19,07:58,2,56,1,57.75,Tarjeta
42801,2026-05-19,12:33,5,67,1,23.1,Efectivo
42802,2025-01-20,09:03,5,120,3,151.2,app
42803,2025-01-13,19:28,8,115,1,30.8,Tarjeta 
42804,2025-11-08,18:40,5,142,1,54.6,Tarjeta
42805,15/10/2025,09:44,4,2,1,44.0,EFECTIVO
42806,2024-12-04,18:18,5,10,3,113.4,efectivo
42807,2025-06-17,08:16,2,60,1,65.1,App
42808,2025-02-08,18:25,5,28,2,75.6,Tarjeta
42809,2025-02-08,19:00,4,49,1,52.0,app
42810,2025-05-11,09:09,8,39,1,85.8,Tarjeta 
42811,2025-09-05,14:13,1,68,2,52.0,EFECTIVO
42812,2025-05-29,10:09,1,34,3,156.0,Tarjeta 
42813,21/05/2025,12:15,5,39,3,245.7,tarjeta
42814,08/02/2025,10:26,3,17,1,41.8,Tarjeta 
42815,2025-12-22,10:10,5,3,2,113.4,Tarjeta 
42816,25/06/2025,21:00,1,7,3,114.0,Efectivo
42817,11/08/2025,09:28,5,4,1,37.8,efectivo
42818,2025-08-25,08:14,5,62,2,151.2,EFECTIVO
42819,2025-08-02,14:24,2,7,1,39.9,efectivo
42820,09/12/2024,11:26,2,26,1,46.2,Tarjeta
42821,2024-12-21,11:10,6,7,2,$83.60,Tarjeta 
42822,2025-02-27,17:20,3,94,2,722.0,EFECTIVO
42823,28/01/2025,19:23,2,1,1,35.7,Tarjeta 
42824,17/04/2026,16:24,8,25,2,74.8,Tarjeta
42825,2025-12-16,19:50,1,15,1,56.0,Efectivo
42826,2025-10-08,09:12,3,13,1,34.2,EFECTIVO
42827,2026-01-07,11:47,2,34,1,54.6,efectivo
42828,04/12/2024,19:15,8,69,1,24.2,Efectivo
42829,09/07/2025,08:12,1,123,3,174.0,efectivo
42830,2025-12-13,09:15,2,14,2,96.6,EFECTIVO
42831,2026-05-17,18:08,7,54,2,234.9,EFECTIVO
42832,2025-01-24,08:45,1,126,2,40.0,EFECTIVO
42833,2025-05-30,07:35,8,2,1,48.4,App
42834,2025-08-12,08:03,1,39,1,78.0,Tarjeta
42835,2026-04-11,09:43,4,31,2,110.0,Efectivo
42836,2025-10-29,17:01,1,70,2,-76.0,App
