cliente_id,recencia_dias,total_gastado,antiguedad_dias,edad,cluster
6619,69.0,99.5,196,46,0
6620,19.0,6208.65,1004,45,3
6621,52.0,369.94,638,26,0
6622,111.0,1108.97,690,38,2
6623,7.0,10612.55,696,53,3
6624,11.0,6141.03,1380,53,3
6625,7.0,12814.84,1224,40,3
6626,52.0,950.89,1100,37,2
6627,12.0,339.53,1200,23,2
6628,17.0,737.29,196,52,2
6629,32.0,577.35,261,25,0
6630,219.0,2736.09,1252,41,1
6631,34.0,621.96,293,51,2
6632,113.0,848.61,664,28,2
6633,112.0,328.19,1033,41,2
6634,41.0,970.96,490,34,0
6635,305.0,884.07,1308,61,1
6636,12.0,62.19,12,36,0
6637,338.0,3271.18,1133,53,1
6638,190.0,1595.77,752,26,2
6639,7.0,9987.35,1210,35,3
6640,6.0,427.75,6,32,0
6641,9.0,6008.57,1036,55,3
6642,1.0,3685.56,1396,45,2
6643,8.0,15783.16,627,29,3
6644,20.0,15403.79,1370,38,3
6646,465.0,483.24,465,52,1
6647,92.0,581.19,470,37,2
6648,236.0,3314.01,858,47,1
6649,52.0,239.55,925,21,2
6650,33.0,183.11,52,36,0
6651,22.0,10513.69,878,31,3
6652,26.0,613.35,86,41,0
6653,92.0,746.16,1011,38,2
6654,8.0,381.17,619,38,2
6655,174.0,461.64,904,57,2
6656,36.0,470.52,49,27,0
6657,9.0,11827.53,383,59,3
6658,22.0,6560.09,489,44,3
6659,43.0,597.84,671,42,2
6660,113.0,272.72,898,52,2
6661,355.0,2895.12,1425,48,1
6662,49.0,897.55,946,24,2
6663,232.0,1340.61,661,54,1
6664,100.0,694.64,972,30,2
6666,225.0,3043.65,1035,48,1
6667,1.0,11043.67,1390,38,3
6668,3.0,4133.8,1347,50,2
6670,281.0,3808.78,881,34,1
6671,25.0,9712.1,1025,28,3
6672,350.0,1057.86,1453,46,1
6673,350.0,1921.27,1230,22,1
6674,20.0,13633.87,647,46,3
6675,65.0,101.74,543,44,2
6676,1.0,9010.8,1236,36,3
6677,371.0,2351.71,711,61,1
6678,461.0,3104.21,791,38,1
6679,88.0,1071.81,507,37,2
6680,9.0,267.57,9,37,0
6681,11.0,7680.11,697,36,3
6682,60.0,468.05,529,38,2
6683,438.0,2937.08,986,40,1
6684,74.0,281.79,520,41,2
6685,163.0,3000.37,967,27,2
6686,59.0,944.52,216,36,0
6687,7.0,4158.86,597,33,2
6688,344.0,2248.85,1231,41,1
6689,172.0,1774.92,1246,26,2
6690,26.0,63.86,211,22,0
6691,15.0,303.28,15,32,0
6692,101.0,272.92,529,29,0
6693,34.0,65.57,55,30,0
6694,48.0,884.78,849,55,2
6696,73.0,615.84,1139,53,2
6697,274.0,2403.03,887,28,1
6698,71.0,402.32,334,40,0
6699,16.0,521.72,255,28,0
6700,13.0,445.84,13,38,0
6701,1.0,390.72,1,40,0
6702,428.0,1204.64,1178,46,1
6704,113.0,595.87,911,45,2
6705,219.0,692.61,1053,48,1
6706,30.0,1146.73,313,38,0
6707,211.0,3664.18,870,63,1
6708,25.0,14009.14,1276,35,3
6709,106.0,123.44,452,46,2
6710,111.0,831.64,904,25,2
6711,355.0,3649.5,599,61,1
6712,231.0,1346.42,1439,61,1
6713,38.0,1071.88,423,48,2
6714,23.0,193.2,44,18,0
6715,15.0,486.0,31,30,0
6716,64.0,333.76,800,44,2
6717,103.0,631.67,873,39,2
6718,267.0,3473.4,1086,22,1
6719,12.0,3295.01,633,39,2
6720,68.0,149.07,1127,34,2
6721,75.0,619.3,589,30,0
6722,12.0,15343.82,972,28,3
6723,95.0,680.42,282,53,2
6724,23.0,5554.0,1020,52,2
6725,81.0,451.5,81,31,0
6726,19.0,14052.24,1395,44,3
6727,245.0,1219.3,515,46,1
6728,8.0,8931.93,1198,54,3
6729,4.0,53.65,42,36,0
6730,494.0,1158.56,846,55,1
6731,13.0,13052.84,749,29,3
6732,2.0,6798.59,1297,43,3
6733,16.0,7848.78,345,38,3
6734,39.0,189.66,55,33,0
6735,204.0,2164.72,1257,34,1
6736,15.0,1063.82,1131,23,2
6737,30.0,198.43,42,37,0
6738,111.0,997.78,222,40,0
6739,25.0,457.65,853,39,2
6740,94.0,1112.97,283,40,0
6741,447.0,1696.61,527,23,1
6743,16.0,71.52,36,27,0
6744,10.0,5878.73,667,56,3
6745,68.0,1043.4,72,32,0
6746,7.0,470.93,21,26,0
6747,18.0,387.88,657,42,2
6748,41.0,979.37,1170,52,2
6749,17.0,12905.29,624,33,3
6750,9.0,492.1,1142,36,2
6751,16.0,12809.8,501,49,3
6752,10.0,854.59,735,55,2
6753,6.0,2556.88,474,37,2
6754,62.0,560.57,514,27,0
6755,218.0,1675.72,622,50,1
6756,102.0,457.22,786,21,0
6757,34.0,1136.54,981,20,2
6758,0.0,10586.42,437,39,3
6759,17.0,14.26,54,19,0
6760,18.0,7011.25,1293,43,3
6761,406.0,1544.59,1054,46,1
6762,111.0,575.52,678,31,2
6763,22.0,720.32,1090,27,2
6764,30.0,387.71,54,25,0
6765,432.0,2163.51,790,28,1
6766,489.0,435.53,1116,63,1
6767,12.0,10292.76,1357,51,3
6768,19.0,0.67,25,20,0
6769,33.0,1021.76,1068,37,2
6770,1.0,595.58,36,33,0
6771,9.0,799.76,700,21,0
6772,4.0,6710.49,1176,44,3
6773,91.0,846.08,238,51,2
6774,281.0,3523.5,1485,22,1
6775,67.0,898.75,632,30,2
6776,53.0,112.63,214,33,0
6777,102.0,202.53,208,25,0
6778,112.0,1028.13,782,36,2
6779,8.0,55.88,990,41,2
6780,107.0,683.52,1171,39,2
6781,10.0,506.63,50,37,0
6782,11.0,11877.48,384,34,3
6783,64.0,555.78,1014,37,2
6784,9.0,451.58,9,40,0
6785,18.0,433.72,374,28,0
6786,99.0,387.0,1194,55,2
6787,378.0,798.96,1190,51,1
6788,29.0,570.06,643,38,2
6789,63.0,598.9,97,54,2
6791,1.0,3891.73,301,32,0
6792,64.0,1167.51,538,27,0
6793,15.0,13120.54,483,39,3
6794,215.0,2879.76,1458,44,1
6795,237.0,2278.48,1021,27,1
6796,72.0,576.41,72,50,0
6797,6.0,15049.31,667,53,3
6798,101.0,173.53,880,19,2
6799,263.0,810.85,1124,23,1
6800,27.0,167.92,1019,45,2
6801,354.0,2569.78,1230,61,1
6802,36.0,67.06,1113,37,2
6804,164.0,790.5,1425,54,1
6805,344.0,1180.65,1161,52,1
6806,369.0,2832.39,1084,49,1
6807,17.0,6535.88,370,35,0
6809,253.0,2965.37,1051,33,1
6810,303.0,1843.97,1020,27,1
6811,4.0,9853.81,309,29,3
6812,61.0,119.27,807,37,2
6813,10.0,101.0,24,30,0
6814,21.0,75.29,802,39,2
6815,88.0,1150.95,92,55,2
6816,59.0,333.3,1140,34,2
6817,6.0,925.31,478,46,2
6818,305.0,1493.71,475,37,1
6819,9.0,55.07,9,26,0
6820,70.0,791.43,445,46,2
6821,14.0,311.15,14,25,0
6822,32.0,581.43,48,18,0
6823,242.0,2929.76,1036,35,1
6824,9.0,447.64,27,38,0
6825,110.0,529.07,1197,44,2
6826,70.0,394.54,263,29,0
6827,6.0,1152.48,321,49,2
6828,76.0,384.17,275,22,0
6829,5.0,4669.17,930,48,2
6830,7.0,3991.58,1322,56,2
6831,17.0,13598.2,607,59,3
6832,14.0,13511.13,573,29,3
6833,114.0,903.15,1061,44,2
6834,14.0,175.82,14,30,0
6835,364.0,1524.22,1263,51,1
6836,0.0,13381.16,655,37,3
6837,60.0,1175.0,533,39,2
6838,20.0,7775.63,1219,36,3
6839,2.0,463.64,2,21,0
6840,9.0,1154.37,110,24,0
6841,116.0,886.07,952,43,2
6842,16.0,7610.95,1026,38,3
6843,369.0,1993.68,621,42,1
6844,3.0,9766.34,1161,45,3
6845,20.0,11509.73,385,35,3
6846,354.0,1986.91,792,28,1
6847,70.0,740.23,500,36,2
6848,19.0,8889.6,701,52,3
6849,34.0,180.26,643,29,0
6850,2.0,423.92,2,27,0
6851,40.0,673.8,556,50,2
6852,197.0,653.71,667,50,2
6853,23.0,12896.04,1188,53,3
6855,23.0,559.84,23,30,0
6856,68.0,780.11,137,46,0
6857,4.0,377.41,4,35,0
6858,48.0,684.55,674,41,2
6859,43.0,910.4,1064,26,2
6860,6.0,197.93,6,27,0
6861,69.0,904.63,843,19,0
6862,211.0,2597.61,702,31,2
6863,24.0,91.21,45,20,0
6864,10.0,4299.57,934,56,2
6865,13.0,13530.43,518,58,3
6866,91.0,124.08,708,25,0
6867,372.0,3314.11,773,54,1
6868,8.0,4443.93,1334,48,2
6869,7.0,347.15,32,29,0
6870,10.0,8059.54,1334,33,3
6871,191.0,518.15,756,32,2
6872,483.0,3929.67,1015,55,1
6873,37.0,1068.26,219,32,0
6874,3.0,195.77,33,30,0
6875,346.0,1344.67,1232,41,1
6876,60.0,1074.15,1196,47,2
6877,480.0,1199.84,1487,40,1
6878,44.0,267.89,631,53,2
6879,38.0,983.15,902,27,2
6880,7.0,393.01,21,34,0
6881,3.0,527.92,43,22,0
6882,8.0,7371.42,753,28,3
6883,1.0,13924.35,350,60,3
6884,438.0,2180.86,759,27,1
6885,56.0,1124.62,917,41,2
6887,345.0,1983.03,1120,28,1
6888,94.0,409.72,453,50,2
6889,96.0,595.99,1134,26,2
6890,19.0,7185.98,1271,29,3
6891,3.0,7835.87,992,33,3
6892,20.0,11799.5,537,38,3
6894,41.0,1114.33,265,38,0
6895,25.0,59.82,1061,35,2
6896,10.0,14746.35,1370,33,3
6897,25.0,15871.57,605,35,3
6898,253.0,589.13,838,65,1
6900,387.0,2382.54,729,46,1
6901,217.0,3684.35,1479,28,1
6902,11.0,10649.76,1140,57,3
6903,6.0,470.48,32,30,0
6904,13.0,731.65,315,28,0
6905,23.0,196.5,23,33,0
6906,101.0,1012.36,735,55,2
6907,5.0,106.55,5,25,0
6908,466.0,1276.33,1125,39,1
6909,379.0,1089.26,698,47,1
6910,5.0,3731.66,1211,35,2
6911,11.0,9935.26,1389,37,3
6912,88.0,247.79,128,20,0
6913,23.0,3631.56,965,59,2
6914,40.0,1135.0,471,55,2
6915,11.0,7880.0,532,46,3
6916,219.0,2247.38,851,57,1
6917,78.0,346.13,475,36,0
6918,7.0,10017.2,698,33,3
6919,81.0,1134.97,197,45,0
6920,485.0,1323.43,1258,44,1
6921,22.0,4919.22,518,32,0
6922,30.0,509.11,1070,26,2
6924,7.0,14375.55,1182,37,3
6925,7.0,211.11,1119,25,2
6926,265.0,2128.58,615,39,1
6927,25.0,11282.66,679,52,3
6928,20.0,845.79,667,49,2
6929,4.0,8544.45,1112,28,3
6930,368.0,2262.92,401,37,1
6933,8.0,7189.49,329,29,0
6934,222.0,2221.25,906,43,1
6935,20.0,353.61,20,33,0
6936,0.0,6486.66,339,51,3
6937,8.0,126.4,8,36,0
6938,359.0,1230.03,1036,26,1
6939,13.0,377.38,21,28,0
6940,75.0,1122.17,1004,22,2
6941,9.0,5792.07,1181,51,3
6942,150.0,2685.59,725,59,2
6943,12.0,4371.98,1199,51,2
6944,32.0,394.4,39,32,0
6945,319.0,1963.13,480,42,1
6946,60.0,465.96,1006,29,2
6947,100.0,1198.65,937,39,2
6948,110.0,281.92,313,19,0
6949,107.0,854.47,946,49,2
6950,42.0,1168.12,618,38,2
6951,414.0,1772.02,414,38,1
6952,10.0,8649.1,593,59,3
6953,21.0,330.27,21,19,0
6954,25.0,127.45,633,48,2
6955,41.0,712.05,384,40,0
6956,21.0,6480.79,1161,43,3
6957,16.0,688.07,680,40,2
6958,5.0,12989.21,895,40,3
6959,207.0,2616.39,683,22,0
6960,382.0,2576.76,644,40,1
6961,491.0,2798.87,1081,40,1
6962,45.0,391.41,1049,46,2
6963,357.0,567.4,1485,36,1
6964,188.0,1186.01,916,22,2
6965,332.0,3005.74,1370,38,1
6966,189.0,2717.83,1370,31,2
6968,13.0,8954.38,324,41,3
6969,1.0,15113.08,1053,59,3
6970,11.0,5621.56,966,42,2
6971,59.0,367.51,827,27,2
6972,38.0,1159.94,281,30,0
6973,409.0,3827.64,1034,54,1
6974,89.0,565.08,1135,47,2
6975,45.0,1178.73,1083,43,2
6976,5.0,15951.24,1359,31,3
6977,18.0,7801.75,842,58,3
6978,2.0,521.5,2,21,0
6979,7.0,15.15,7,36,0
6980,12.0,53.93,12,22,0
6982,68.0,53.65,187,38,0
6983,6.0,1126.57,194,28,0
6984,104.0,70.97,591,47,2
6985,10.0,346.69,36,20,0
6986,91.0,380.68,338,27,0
6987,13.0,11810.41,817,52,3
6988,59.0,701.35,298,19,0
6989,71.0,316.57,914,54,2
6990,445.0,3279.74,953,35,1
6991,471.0,2791.99,750,25,1
6992,7.0,13523.47,654,36,3
6993,2.0,4855.4,1282,34,2
6994,220.0,2558.39,711,62,1
6995,373.0,1894.53,681,29,1
6996,72.0,847.26,347,52,2
6997,93.0,1015.19,1004,23,2
6998,116.0,1036.37,919,33,2
6999,95.0,258.79,497,52,2
7000,80.0,841.76,838,38,2
7001,29.0,556.96,39,24,0
7002,299.0,3187.28,1080,49,1
7003,113.0,176.23,438,36,0
7004,39.0,300.94,65,24,0
7005,96.0,672.7,908,34,2
7006,7.0,516.65,7,19,0
7007,25.0,9547.44,633,60,3
7008,7.0,14719.04,1308,34,3
7009,209.0,2244.07,879,32,2
7010,105.0,104.82,357,29,0
7011,77.0,716.63,691,23,0
7012,41.0,57.72,1091,46,2
7013,349.0,468.46,658,53,1
7014,24.0,222.07,525,38,2
7015,189.0,1700.77,1117,22,2
7016,402.0,742.6,666,50,1
7017,15.0,12294.19,888,56,3
7018,22.0,9379.75,1091,36,3
7019,92.0,352.75,433,33,0
7020,24.0,6806.65,1293,49,3
7021,24.0,11924.41,694,55,3
7023,8.0,15837.59,1229,31,3
7024,207.0,1416.39,550,50,2
7025,92.0,822.35,1110,22,2
7026,257.0,2639.38,1071,44,1
7027,13.0,699.14,360,32,0
7028,422.0,2870.98,1012,41,1
7029,21.0,12028.33,653,58,3
7030,87.0,977.97,382,21,0
7031,273.0,3658.98,916,26,1
7032,28.0,901.2,571,38,2
7033,449.0,3395.96,680,61,1
7034,419.0,1817.73,471,35,1
7035,61.0,613.41,442,48,2
7036,12.0,275.77,12,38,0
7037,20.0,2590.33,1179,31,2
7038,52.0,1042.3,700,32,2
7039,16.0,11207.02,959,32,3
7040,11.0,13229.07,777,60,3
7041,40.0,191.88,953,27,2
7043,289.0,2759.04,437,51,1
7044,78.0,599.67,934,52,2
7045,4.0,13840.56,1227,58,3
7046,16.0,12352.82,715,35,3
7047,9.0,13469.24,721,36,3
7048,222.0,3548.29,839,25,2
7049,427.0,923.22,1106,45,1
7050,34.0,483.78,55,38,0
7051,1.0,199.03,1,36,0
7052,18.0,3697.54,755,37,2
7053,112.0,1001.89,808,29,2
7054,26.0,760.5,145,40,0
7056,11.0,429.95,43,23,0
7057,4.0,12741.18,1273,43,3
7058,17.0,6047.78,873,60,3
7059,357.0,2123.36,1476,34,1
7060,218.0,3320.74,1033,38,1
7061,10.0,283.62,526,50,2
7062,24.0,6090.81,486,56,3
7063,500.0,2478.64,664,34,1
7064,56.0,1167.31,288,49,2
7065,6.0,536.39,6,26,0
7066,259.0,839.16,790,60,1
7067,98.0,254.05,697,50,2
7068,9.0,92.59,9,32,0
7069,69.0,464.16,161,38,0
7070,203.0,2279.59,1241,62,1
7071,8.0,2815.14,1175,28,2
7072,89.0,650.44,834,34,2
7073,5.0,3826.49,671,36,2
7074,32.0,303.09,902,25,2
7075,106.0,880.75,106,41,0
7076,61.0,663.37,621,39,2
7078,78.0,122.64,331,40,0
7079,16.0,2522.76,477,34,0
7080,23.0,208.25,286,22,0
7081,7.0,6826.35,1217,42,3
7082,500.0,3305.66,916,43,1
7083,304.0,2854.97,1379,35,1
7084,13.0,14269.86,907,42,3
7085,88.0,345.39,283,20,0
7086,47.0,111.15,925,49,2
7087,17.0,6533.37,1174,28,2
7088,9.0,12693.46,1191,28,3
7089,369.0,1888.72,481,63,1
7090,16.0,534.17,892,53,2
7091,398.0,2438.92,1294,64,1
7092,53.0,519.97,721,19,0
7093,19.0,10302.19,1354,52,3
7094,0.0,3701.01,399,52,2
7095,2.0,14178.78,834,43,3
7097,101.0,952.51,353,27,0
7099,181.0,1449.32,792,48,2
7100,15.0,15468.64,433,58,3
7101,99.0,727.78,524,31,0
7102,40.0,509.49,478,40,2
7103,1.0,263.39,1,31,0
7104,69.0,238.25,991,45,2
7105,12.0,5948.76,403,58,3
7106,42.0,204.01,840,39,2
7107,8.0,15626.76,895,49,3
7108,30.0,413.91,30,35,0
7109,230.0,693.53,1043,53,1
7110,19.0,14752.15,574,29,3
7111,48.0,693.65,832,41,2
7112,21.0,554.22,21,24,0
7113,33.0,453.97,43,36,0
7115,391.0,1478.28,683,32,1
7116,56.0,915.92,368,25,0
7117,26.0,1194.05,776,43,2
7118,62.0,664.83,1188,26,2
7119,22.0,14113.25,387,59,3
7120,279.0,1141.85,1156,38,1
7122,4.0,159.72,22,18,0
7123,16.0,583.94,39,36,0
7124,39.0,298.48,659,39,2
7125,25.0,14627.31,908,38,3
7126,84.0,474.75,705,51,2
7127,319.0,2155.64,889,30,1
7128,119.0,181.42,765,37,2
7129,11.0,13022.92,1167,46,3
7130,55.0,259.91,500,28,0
7131,237.0,3444.56,993,38,1
7132,89.0,1004.84,896,54,2
7133,74.0,903.36,1086,33,2
7134,9.0,31.11,32,31,0
7135,13.0,2707.99,1290,38,2
7136,33.0,822.91,1091,47,2
7137,213.0,1748.03,716,50,1
7138,429.0,3618.79,1340,54,1
7139,2.0,11688.35,494,30,3
7140,336.0,3114.77,924,38,1
7142,10.0,182.89,30,38,0
7143,319.0,2288.58,513,52,1
7144,282.0,3435.52,560,47,1
7146,19.0,477.76,19,27,0
7147,16.0,474.05,16,36,0
7148,89.0,1155.6,706,30,2
7149,11.0,10654.72,1251,38,3
7150,4.0,5743.1,410,32,0
7151,29.0,826.18,258,25,0
7152,25.0,4270.96,841,34,2
7153,355.0,3613.82,850,38,1
7154,442.0,642.55,1490,27,1
7155,20.0,10254.88,1133,53,3
7156,45.0,982.37,222,22,0
7157,16.0,488.73,48,39,0
7158,112.0,775.46,520,47,2
7159,4.0,74.56,17,33,0
7160,37.0,738.55,396,38,0
7161,2.0,415.77,2,20,0
7162,15.0,692.58,1125,49,2
7163,469.0,607.47,762,60,1
7164,426.0,3019.84,1181,57,1
7165,6.0,988.44,734,49,2
7166,296.0,3523.06,1319,31,1
7167,71.0,62.17,882,37,2
7168,8.0,431.58,8,32,0
7169,1.0,200.39,46,24,0
7170,116.0,204.39,425,20,0
7171,283.0,2041.66,803,24,1
7172,300.0,1809.49,906,22,1
7173,29.0,132.16,39,25,0
7174,209.0,2830.23,788,61,1
7175,11.0,8228.11,1126,57,3
7176,65.0,651.7,458,34,0
7177,418.0,3070.04,825,30,1
7178,104.0,932.66,1098,42,2
7180,257.0,2886.81,505,47,1
7181,104.0,449.17,1018,52,2
7182,3.0,419.98,48,31,0
7183,8.0,5061.07,579,35,2
7184,16.0,11241.64,1196,55,3
7185,181.0,1663.35,1403,44,1
7186,220.0,521.86,999,52,1
7187,404.0,3657.81,729,46,1
7188,431.0,1431.09,953,23,1
7189,405.0,1742.3,770,24,1
7190,1.0,14220.97,300,51,3
7191,56.0,112.21,908,23,2
7193,78.0,829.75,728,33,2
7194,319.0,2550.26,718,29,1
7195,347.0,1878.23,720,42,1
7196,8.0,6522.78,980,59,3
7197,328.0,2307.86,1090,35,1
7198,10.0,12682.9,375,52,3
7199,222.0,1746.1,1014,48,1
7200,106.0,109.82,409,39,2
7201,17.0,59.1,27,27,0
7202,419.0,1937.37,626,46,1
7203,280.0,3603.98,878,48,1
7204,10.0,7318.04,304,42,3
7205,16.0,8452.12,1277,57,3
7206,32.0,925.47,74,39,0
7207,442.0,1459.17,863,64,1
7208,346.0,3441.88,1194,40,1
7209,31.0,976.25,740,50,2
7210,112.0,1002.06,799,27,2
7211,22.0,9160.82,606,32,3
7212,101.0,142.7,542,27,0
7213,22.0,10878.9,598,36,3
7214,25.0,401.36,33,37,0
7215,28.0,323.97,28,36,0
7216,18.0,14104.04,918,46,3
7217,213.0,3440.36,622,31,2
7218,205.0,1389.59,435,50,2
7220,22.0,8784.18,484,48,3
7221,24.0,7088.97,674,54,3
7222,326.0,1112.37,1274,63,1
7223,18.0,7488.7,464,39,3
7224,22.0,14505.31,583,41,3
7225,476.0,2545.16,1318,46,1
7226,2.0,486.89,2,25,0
7227,7.0,6480.96,753,41,3
7228,395.0,2425.39,621,32,1
7229,37.0,493.85,41,28,0
7230,15.0,437.94,48,27,0
7232,21.0,4257.55,1130,46,2
7233,363.0,1942.55,1224,63,1
7235,65.0,1064.0,193,54,2
7236,5.0,100.98,42,39,0
7237,27.0,481.31,63,37,0
7238,113.0,528.23,411,20,0
7239,269.0,1944.96,1339,46,1
7240,24.0,5207.81,1145,38,2
7241,333.0,1142.84,1481,59,1
7242,94.0,652.35,356,25,0
7243,4.0,546.6,4,21,0
7244,116.0,390.02,1027,48,2
7245,65.0,385.14,337,42,0
7247,32.0,609.01,1184,40,2
7248,21.0,6159.8,696,57,3
7249,2.0,552.7,7,36,0
7250,17.0,15650.33,1371,29,3
7252,29.0,826.33,259,44,0
7253,487.0,874.9,734,31,1
7254,34.0,385.21,34,22,0
7255,25.0,14096.55,311,32,3
7256,463.0,3668.98,1150,23,1
7257,18.0,395.9,611,41,2
7258,8.0,10675.32,1282,42,3
7259,1.0,45.96,1,24,0
7260,446.0,3662.77,1244,48,1
7261,1.0,57.67,1,20,0
7263,469.0,3668.88,1415,36,1
7264,23.0,9699.65,581,29,3
7265,16.0,224.39,191,27,0
7266,68.0,923.04,555,22,0
7267,91.0,632.07,268,45,2
7268,54.0,812.7,808,26,2
7269,12.0,390.88,533,27,0
7270,7.0,4403.25,827,57,2
7271,73.0,939.62,1061,44,2
7272,5.0,956.76,920,51,2
7273,52.0,368.07,222,49,2
7274,7.0,11850.3,499,28,3
7275,340.0,3618.12,1496,36,1
7276,120.0,1028.36,574,34,2
7277,6.0,13770.64,985,50,3
7278,8.0,5552.18,936,51,2
7279,109.0,519.24,505,20,0
7280,356.0,2506.19,450,47,1
7281,110.0,50.88,984,28,2
7282,19.0,13922.17,683,39,3
7283,17.0,133.17,17,36,0
7284,24.0,3689.33,741,60,2
7285,74.0,193.62,653,23,0
7286,91.0,706.42,1105,40,2
7287,7.0,329.53,7,28,0
7288,209.0,3155.55,838,48,1
7289,9.0,14608.1,932,41,3
7290,12.0,224.57,1183,42,2
7291,16.0,381.72,856,45,2
7292,20.0,318.63,29,37,0
7293,19.0,3588.93,1322,51,2
7294,329.0,1016.55,1364,38,1
7295,91.0,134.99,1042,35,2
7296,267.0,3195.61,1499,34,1
7297,205.0,2421.17,1125,48,1
7298,4.0,3844.73,400,45,2
7299,95.0,136.91,260,41,0
7300,5.0,10039.3,657,44,3
7301,4.0,259.71,52,22,0
7302,456.0,1321.3,1177,32,1
7303,56.0,1066.57,792,49,2
7304,14.0,8898.14,680,29,3
7305,23.0,9251.91,685,59,3
7306,16.0,80.1,16,23,0
7307,259.0,1908.95,1020,65,1
7308,30.0,417.82,567,36,2
7309,46.0,523.65,907,40,2
7310,54.0,971.05,556,51,2
7311,248.0,3107.19,1268,30,1
7312,268.0,2673.85,581,40,1
7313,217.0,2348.5,1298,44,1
7314,10.0,12972.15,1173,35,3
7315,8.0,13415.34,881,28,3
7316,451.0,2560.7,746,40,1
7317,460.0,2784.62,566,43,1
7318,73.0,418.37,1143,27,2
7319,12.0,14570.45,645,29,3
7320,499.0,1587.17,723,25,1
7321,120.0,792.14,882,29,2
7322,39.0,601.75,654,48,2
7323,33.0,1165.81,597,19,0
7324,373.0,3052.16,1394,23,1
7325,351.0,1908.84,1161,54,1
7326,8.0,398.47,8,28,0
7327,384.0,1566.44,1027,64,1
7328,306.0,3353.8,1410,23,1
7329,22.0,3270.4,1165,43,2
7330,34.0,411.4,185,48,0
7331,457.0,1956.96,954,56,1
7332,14.0,276.49,36,24,0
7333,13.0,4431.52,597,36,2
7334,60.0,1096.84,924,53,2
7335,463.0,1210.07,736,45,1
7336,13.0,4378.11,1173,28,2
7337,73.0,411.8,872,20,2
7338,4.0,5840.93,740,53,3
7340,57.0,512.16,1111,51,2
7341,7.0,8226.74,642,42,3
7342,184.0,3950.96,665,35,2
7343,491.0,2134.87,877,50,1
7344,6.0,2838.26,1055,36,2
7345,26.0,120.12,26,35,0
7346,3.0,370.11,3,23,0
7347,0.0,2607.08,895,28,2
7348,178.0,3678.76,725,27,2
7349,186.0,3179.09,784,41,2
7350,28.0,70.86,28,32,0
7351,89.0,790.27,121,44,0
7352,114.0,404.3,575,45,2
7353,115.0,314.56,1156,43,2
7354,98.0,537.57,740,21,0
7355,15.0,413.91,987,37,2
7356,25.0,10641.38,763,52,3
7357,8.0,68.37,402,35,0
7358,31.0,1185.88,611,22,0
7359,6.0,599.42,6,24,0
7360,15.0,440.24,15,39,0
7361,471.0,2807.56,519,30,1
7362,487.0,1781.16,1458,49,1
7363,25.0,9108.76,1020,28,3
7365,115.0,684.81,465,43,2
7366,86.0,1006.67,1035,37,2
7367,24.0,14206.22,421,32,3
7368,18.0,13632.17,437,58,3
7370,303.0,1075.35,1050,59,1
7371,13.0,15031.07,608,30,3
7372,28.0,22.62,28,29,0
7373,8.0,469.18,8,31,0
7374,1.0,10204.33,1272,37,3
7375,334.0,468.21,662,41,1
7376,16.0,7858.8,652,53,3
7377,6.0,1114.94,477,27,0
7378,2.0,14613.1,474,43,3
7379,9.0,79.26,148,45,0
7380,167.0,2578.57,1150,23,2
7381,33.0,375.4,48,40,0
7382,165.0,800.75,1308,37,2
7383,262.0,1070.73,1288,33,1
7384,20.0,173.36,188,23,0
7385,6.0,3588.37,600,37,2
7386,116.0,962.0,329,25,0
7387,97.0,93.78,404,52,2
7388,12.0,9537.99,485,58,3
7390,17.0,13729.15,762,50,3
7391,50.0,1112.38,479,21,0
7392,66.0,309.54,1082,38,2
7393,31.0,206.56,35,25,0
7394,38.0,232.68,614,41,2
7395,90.0,941.18,238,21,0
7396,32.0,143.31,53,32,0
7397,165.0,1710.55,1015,40,2
7398,389.0,2419.06,1084,44,1
7399,437.0,762.89,484,36,1
7400,474.0,1756.88,682,48,1
7401,64.0,156.47,318,20,0
7402,100.0,286.1,520,52,2
7403,19.0,11416.23,447,37,3
7404,2.0,15715.45,976,43,3
7405,266.0,749.39,536,26,0
7406,21.0,890.97,692,49,2
7407,109.0,190.92,778,47,2
7408,162.0,3006.24,999,38,2
7409,10.0,8124.64,776,33,3
7410,29.0,827.89,926,47,2
7411,63.0,523.08,229,42,0
7412,192.0,2718.01,517,57,2
7413,90.0,375.66,209,31,0
7414,41.0,703.93,258,49,2
7415,435.0,534.48,1495,54,1
7416,58.0,448.01,381,24,0
7417,492.0,593.78,1261,57,1
7418,115.0,555.82,121,53,2
7419,204.0,1177.06,658,26,2
7420,32.0,936.21,226,26,0
7421,91.0,896.37,860,29,2
7422,452.0,2657.64,799,52,1
7423,21.0,473.59,21,31,0
7424,74.0,253.32,1108,50,2
7425,6.0,15809.83,1024,42,3
7426,27.0,123.71,27,20,0
7427,278.0,863.35,656,51,1
7428,87.0,113.39,821,49,2
7429,291.0,1467.26,688,29,1
7430,34.0,168.56,38,33,0
7432,3.0,14228.69,1205,49,3
7433,21.0,899.04,627,32,2
7434,259.0,3063.25,1360,29,1
7435,9.0,11868.76,1144,50,3
7437,359.0,2426.04,1403,51,1
7438,32.0,997.93,404,20,0
7439,2.0,199.56,27,21,0
7440,16.0,9199.1,1184,37,3
7441,400.0,2046.15,943,39,1
7442,114.0,282.41,833,27,2
7443,18.0,7507.11,886,44,3
7444,52.0,103.53,474,52,2
